A: ムーリエルは２０歳になりました。	Muiriel is 20 now.#ID=1282_4707
A: 高校生の頃は夜更かしをしたものでした。	I used to stay up late when I was a high school student.#ID=241269_173202
A: 鉱山を所有している人から銀を買っています。	I buy my silver from a man who has a mine on his property.#ID=241189_173282
A: 講演者は咳払いをした。	The speaker cleared his throat.#ID=241156_173314
A: ナルホド先生の講演が再放送された。	Professor Naruhodo's lecture was re-broadcast.#ID=241152_173318
A: 行動は言葉よりも雄弁に語る。	Actions speak louder than words.#ID=241136_173332
A: 行動は言葉よりも雄弁である。	Actions speak louder than words.#ID=241136_173333
A: 言っておくが私にとって怒っても始まらないよ。	I'll say this: you won't get anywhere by being angry with me.#ID=4732514_173363
A: 行いは言葉よりも雄弁である。	Actions speak louder than words.#ID=241136_173422
A: 辰雄は航空機の着陸装置を見るのが好きです。	Tatsuo likes looking at aircraft landing gears.#ID=904273_173439
A: 考え直して、旅行に付いて行くのはやめることにした。	I changed my mind and decided not to go on a trip after all.#ID=241024_173446
A: 港には、たくさんの船がある。	There are many ships in the harbor.#ID=240941_173529
A: 攻撃は最大の防御なり。	Attack is the best form of defense.#ID=240888_173580
A: 攻撃は最大の防御である。	Attack is the best form of defense.#ID=240888_173581
A: 弘法も筆の誤り。	Even the worthy Homer sometimes nods.#ID=25866_173605
A: 広告に関してはコークの方が優位にたっている。	When it comes to advertising, Coke is ahead of the game.#ID=240843_173627
A: 幸いにも彼らは危険から逃れた。	Fortunately, they escaped the danger.#ID=240771_173699
A: 工場の火事のニュースで大騒ぎになった。	The news of the fire in the factory caused a sensation.#ID=240737_173734
A: 好奇心は身を誤る。	Curiosity killed the cat.#ID=240712_173757
A: 好きな歌手は誰ですか？	Who is your favorite singer?#ID=240686_173784
A: 喉が痛くて、熱があります。風邪薬はありますか。	My throat hurts, and I have a fever. Can I have some cold medicine?#ID=240646_173824
A: 向こうに立っているあの女の子が妹のスーです。	The girl standing over there is my sister Sue.#ID=240626_173844
A: 本当かよ？ポールがリリの唇に口付けした？	Is it true? Paul kissed Lily on the lips?#ID=240583_173887
A: 口数が多いぞと彼は言った。	"You talk too much," he said.#ID=240573_173897
A: 私は口臭がひどいのです。	I have bad breath.#ID=240568_173902
A: その引用した文章からわかると思うけど、口語体で書かれた本です。	I expect you can tell from the quoted text, but this is a book written in a colloquial style.#ID=240562_173908
A: 口に物をほおばって話してはいけない。	You must not speak with your mouth full.#ID=240514_173934
A: 公平に評すれば、彼は善意からやったのだと認めなければならない。	To do him justice, we must admit that his intentions were good.#ID=240499_173971
A: 公平に評すれば、彼は最善を尽くした。	In all fairness, he did do his best.#ID=240497_173973
A: 光が世にやって来た。	Light has come into the world.#ID=240381_174089
A: 光が絵の中には描かれていない大きな窓から射し込んでいます。	Light shines through the large windows outside the picture frame.#ID=240379_174091
A: 鳥が虫を交替で食べました。	The birds ate the bugs taking turns.#ID=240300_174170
A: 御両親によろしくお伝え下さい。	Please remember me to your parents.#ID=38887_174237
A: お茶をもらえますか。	Can I have some tea?#ID=2347263_174250
A: 御成功を心からお喜び申し上げます。	I heartily congratulate you on your success.#ID=240212_174257
A: お借りした車の調子が悪いのですが。	The car I rented from you has a problem.#ID=240207_174262
A: お互いに助け合いましょう。	Let's help each other.#ID=240202_174267
A: ご家族で北海道に旅行されるんですって？うらやましいわ。	Is it true that your family will travel in Hokkaido? I envy you.#ID=240198_174271
A: 後始末が大変だよ。	Afterwards there will be hell to pay.#ID=240176_174293
A: 後味が悪い。	It leaves a bad aftertaste.#ID=240175_174295
A: 後になると王の護衛がサテライトと呼ばれた。	Later the personal guards of kings were called satellites.#ID=240148_174321
A: 事情は後で説明する。	I will explain the situation to you later on.#ID=240129_174340
A: 後でまた彼に電話をします。	I'll call him back later.#ID=71689_174349
A: 後でまた電話します。	I'll call again later.#ID=32616_174351
A: 後でお電話いたします。	I will telephone you later on.#ID=240114_174355
A: 午前中ずっと、ジョーンズさんと連絡を取ろうとしているのですが、いつかけても話中なのです。	I have been trying all morning to get in touch with Mr Jones, but his line is always busy.#ID=240095_174374
A: 深夜２時に寝たんだって？きょう眠そうなのも当然だね。	You went to bed at 2 o'clock in the morning? No wonder you look sleepy today.#ID=240093_174377
A: 午後10時に駅で会いましょう。	I will meet you at the station at 10 p.m.#ID=240053_174416
A: 顧客の扱い方をお話しした。	I have told you how to treat customers.#ID=240025_174444
A: ゆうべ、泥酔のみずきは湖のほとりを歩いていて、水の中に落ちてしまった。	Last night Mizuki, very drunk, fell into the water while walking along the lakeside.#ID=426177_174496
A: 湖畔の古い教会はとても美しい。	The old church by the lake is very beautiful.#ID=239970_174499
A: 川端さんは毎年、故郷へ手紙を一通書きます。	Mr Kawabata writes a letter home every year.#ID=239948_174521
A: 古いタイヤを新しいのと取り替えて。	Replace the old tires with new ones.#ID=239836_174633
A: 故人は８０歳であった。	The deceased was eighty years old.#ID=239820_174649
A: 言論の自由は現在当然のことと思われている。	Freedom of speech is now taken as a matter of course.#ID=239482_174668
A: 言論の自由は社会に多くの利益を授ける。	Many advantages accrue to society from the freedom of speech.#ID=239799_174670
A: 言葉ではうまく表現できないけど、日本とアメリカの文化や生活スタイルの違いを垣間見た気がした。	I can't quite explain it, but I believe I've caught a glimpse of the differences between Japanese and American cultures and lifestyles.#ID=239758_174710
A: 言うまでもなく、サーバの負荷が増大してしまうのです。	Obviously, the server load will increase as a result.#ID=239701_174767
A: その現在建設中の工場は、一日当たり3000台のビデオデッキを組み立てられる。	The factory now under construction will assemble 3,000 VCR units per day.#ID=239583_174884
A: 現在のチャンピオンは彼であり、その王座を奪える新人挑戦者はいないだろう。	He's reigning champion, and no young challenger is going to take it away from him.#ID=239540_174927
A: 言論の自由は現在、当然のことと思われている。	Freedom of speech is now taken as a matter of course.#ID=239482_174985
A: 謙虚さを身につけて。	Learn humility.#ID=239368_175098
A: 見渡す限り人っ子一人見えなかった。	As far as the eye could reach, there was no sign of life.#ID=239361_175105
A: 見渡す限り砂以外何も見えなかった。	As far as the eye could reach, nothing was to be seen but sand.#ID=239312_175106
A: 見渡す限り青い海しかなかった。	There was nothing but the blue sea as far as the eye could reach.#ID=239349_175117
A: 見つけた人がもらう人、なくした人は泣きをみる。	Finders keepers, losers weepers.#ID=239284_175182
A: 見たところ、彼らは結婚の危機を修復しようとしている。	Apparently, they're trying to patch up their marriage.#ID=239278_175188
A: 見しらぬ人が近寄ってきて私に時刻を尋ねた。	A stranger came up to me and asked me the time.#ID=239276_175190
A: 見かけ通り彼女は行動力がある。	She is as active as she looks.#ID=239274_175192
A: 研究用として一部屋取っておいて。	Allocate a room for research purposes.#ID=239257_175209
A: 犬は人間よりも速く走れる。	A dog can run faster than a man can.#ID=239209_175257
A: 犬は３匹いますが、１匹が雄であとは雌です。	I have three dogs; one is male and the others are female.#ID=239153_175312
