Word	Reading	JLPT	Meaning
便り	たより	JLPT N3	[Noun, Noun - used as a suffix, Suru verb] 1. news; tidings; information; correspondence; letter {pron. だより as a suffix}
頼る	たよる	JLPT N3	[Godan verb with ru ending, intransitive verb] 1. to rely on; to have recourse to; to depend on | Other forms: 便る 【たよる】
誰か	だれか	JLPT N5	[Pronoun] 1. someone; somebody
段	だん	JLPT N3	[Noun] 1. step; stair; (flight of) steps; (row of) stitches; columns (of print) [Noun, Counter] 2. grade; rank; level [Counter] 3. counter for breaks in written language (or speech, etc.)
単位	たんい	JLPT N3	[Noun] 1. unit; denomination 2. credit (in school) [Wikipedia definition] 3. Unit
単語	たんご	JLPT N3	[Noun, No-adjective] 1. word; vocabulary; (usually) single-character word {linguistics terminology}
男子	だんし	JLPT N3	[Noun] 1. youth; young man
単純	たんじゅん	JLPT N3	[Na-adjective, Noun] 1. simplicity; simple; uncomplicated {Antonym: 複雑}
誕生	たんじょう	JLPT N3	[Noun, Suru verb] 1. birth; creation; formation
ダンス	ダンス	JLPT N3	[Noun, Suru verb] 1. dance
団体	だんたい	JLPT N3	[Noun] 1. organization; organisation; association [Place] 2. Dantai
担当	たんとう	JLPT N3	[Noun, Suru verb] 1. being in charge (of an area of responsibility); being responsible (for a work role, etc.)
単なる	たんなる	JLPT N3	[Pre-noun adjectival] 1. mere; simple; sheer
単に	たんに	JLPT N3	[Adverb] 1. simply; merely; only; solely {See also 単}
地	ち	JLPT N3	[Noun, Noun - used as a suffix] 1. earth; ground; land; soil 2. place 3. territory 4. bottom (of a package, book, etc.) {See also 天地無用} 5. earth (one of the five elements) {See also 五大, See also 土 ど}
チーズ	チーズ	JLPT N3	[Noun] 1. cheese {See also 乾酪} [Expression] 2. say cheese! (when taking photographs)
チーム	チーム	JLPT N3	[Noun] 1. team | Other forms: ティーム
地位	ちい	JLPT N3	[Noun] 1. (social) position; status
地域	ちいき	JLPT N3	[Noun] 1. area; region
知恵	ちえ	JLPT N3	[Noun] 1. wisdom; wit; sagacity; sense; intelligence 2. prajna (insight leading to enlightenment) {Buddhist term, usu. 智慧} | Other forms: 智恵 【ちえ】、智慧 【ちえ】
知恵	ちえ	JLPT N3	[Noun] 1. wisdom; wit; sagacity; sense; intelligence 2. prajna (insight leading to enlightenment) {Buddhist term, usu. 智慧} | Other forms: 智恵 【ちえ】、智慧 【ちえ】
地下	ちか	JLPT N3	[Noun, No-adjective] 1. basement; cellar; underground place [Prefix] 2. underground; below ground 3. secret; under cover [Noun] 4. underground (railway); subway; metro {Colloquialism, Abbreviation}
違い	ちがい	JLPT N3	[Noun, Noun - used as a suffix] 1. difference; discrepancy
違いない	ちがいない	JLPT N3	[Expression, I-adjective] 1. (phrase) sure; no mistaking it; for certain | Other forms: 違い無い 【ちがいない】
近頃	ちかごろ	JLPT N3	[Adverbial noun, Temporal noun] 1. lately; recently; nowadays | Other forms: 近ごろ 【ちかごろ】
地球	ちきゅう	JLPT N3	[Noun, No-adjective] 1. the earth; the globe
地区	ちく	JLPT N3	[Noun, No-adjective] 1. district; section; sector
遅刻	ちこく	JLPT N3	[Noun, Suru verb, No-adjective] 1. lateness; late coming {See also 遅れる}
知事	ちじ	JLPT N3	[Noun, No-adjective] 1. prefectural governor
知識	ちしき	JLPT N3	[Noun] 1. knowledge; information | Other forms: 智識 【ちしき】
父親	ちちおや	JLPT N3	[Noun] 1. father [Notes] ちちおや: ichi1, news1, nf02. 父親: ichi1, news1, nf02.
知能	ちのう	JLPT N3	[Noun] 1. intelligence; intellect; brains | Other forms: 智能 【ちのう】
地平線	ちへいせん	JLPT N3	[Noun] 1. horizon (related to land) {See also 水平線}
地方	ちほう	JLPT N3	[Noun, No-adjective] 1. district; region; area; locality 2. the country; countryside; the provinces; rural area {Antonym: 中央 ちゅうおう} [Place] 3. Jikata
茶	ちゃ	JLPT N3	[Noun] 1. tea {See also お茶} 2. tea plant (Camellia sinensis) 3. tea preparation; making tea {See also 茶道} 4. brown {Abbreviation, See also 茶色} [Noun, Na-adjective] 5. mockery {Archaism, See also 茶化す}
茶	ちゃ	JLPT N3	[Noun] 1. tea {See also お茶} 2. tea plant (Camellia sinensis) 3. tea preparation; making tea {See also 茶道} 4. brown {Abbreviation, See also 茶色} [Noun, Na-adjective] 5. mockery {Archaism, See also 茶化す}
チャンス	チャンス	JLPT N3	[Noun] 1. chance; opportunity [Wikipedia definition] 2. Chance
ちゃんと	ちゃんと	JLPT N3	[Adverb, Suru verb] 1. diligently; seriously; earnestly; reliably; steadily; legitimately {Onomatopoeic or mimetic word} 2. perfectly; properly; exactly; orderly; punctually; regularly {Onomatopoeic or mimetic word} 3. sufficiently; satisfactorily {Onomatopoeic or mimetic word} 4. quickly {Onomatopoeic or mimetic word}
中	ちゅう	JLPT N3	[Noun, Prefix, Suffix] 1. medium; average; middle {See also 並} [Noun] 2. moderation 3. middle school {Abbreviation, See also 中一, See also 中学校} 4. China {Abbreviation, See also 中国} 5. volume two (of three) {Abbreviation, See also 中巻} [Noun - used as a suffix] 6. during (a certain time when one did or is doing something); under (construction, etc.); while {See also 話し中} 7. in; out of (e.g. three out of ten people) {See also 中 じゅう}
注	ちゅう	JLPT N3	[Noun, Suru verb] 1. annotation; explanatory note; comment | Other forms: 註 【ちゅう】
中央	ちゅうおう	JLPT N3	[Noun, No-adjective] 1. centre; center; middle; heart 2. metropolis; capital city; central government {Antonym: 地方 ちほう} [Place] 3. Chuuou
中学	ちゅうがく	JLPT N3	[Noun] 1. middle school; junior high school {Abbreviation, See also 中学校}
中古	ちゅうこ	JLPT N3	[Temporal noun, No-adjective] 1. used; second-hand; old [Noun] 2. Middle Ages {Only applies to ちゅうこ} | Other forms: 中古 【ちゅうぶる】
中止	ちゅうし	JLPT N3	[Noun, Suru verb] 1. suspension; stoppage; discontinuance; interruption
駐車	ちゅうしゃ	JLPT N3	[Noun, Suru verb, No-adjective] 1. parking (e.g. car)
昼食	ちゅうしょく	JLPT N3	[Noun] 1. lunch; midday meal 2. food served at a tea party (tea ceremony) {usu. 中食} | Other forms: 昼食 【ちゅうじき】、中食 【ちゅうじき】、昼食 【ひるげ】、昼餉 【ひるげ】
中心	ちゅうしん	JLPT N3	[Noun, No-adjective] 1. center; centre; middle; heart; core; focus; pivot; emphasis; balance [Suffix] 2. -centered; -centred; -focussed; -oriented; centered on; focussed on
注目	ちゅうもく	JLPT N3	[Noun, Suru verb] 1. notice; attention; observation
注文	ちゅうもん	JLPT N3	[Noun, Suru verb, No-adjective] 1. order; request | Other forms: 註文 【ちゅうもん】
長期	ちょうき	JLPT N3	[No-adjective, Noun] 1. long-term {Antonym: 短期 たんき}
調査	ちょうさ	JLPT N3	[Noun, Suru verb] 1. investigation; examination; inquiry; enquiry; survey
頂戴	ちょうだい	JLPT N3	[Noun, Suru verb] 1. receiving; reception; getting; being given {Humble (kenjougo)} 2. eating; drinking; having {Humble (kenjougo)} [Expression] 3. please; please do for me {Familiar language, Female term or language, Usually written using kana alone, also used after -te forms} | Other forms: 頂だい 【ちょうだい】
貯金	ちょきん	JLPT N3	[Noun, Suru verb] 1. putting money aside; savings; deposit (e.g. in a bank) 2. accumulated surplus of wins; wins in the bank {Baseball term}
直接	ちょくせつ	JLPT N3	[Na-adjective, Adverbial noun, No-adjective] 1. direct; immediate; personal; firsthand {See also 間接 かんせつ}
著者	ちょしゃ	JLPT N3	[Noun] 1. author (usu. of a particular book); writer
対	つい	JLPT N3	[Noun] 1. pair; couple; set 2. antithesis {See also 対句} [Counter] 3. counter for items that come in pairs 4. counter for sets (of clothes, small furniture, utensils, etc.)
遂に	ついに	JLPT N3	[Adverb] 1. finally; at last {Usually written using kana alone} 2. in the end {Usually written using kana alone, with a verb in negative form} | Other forms: 終に 【ついに】、竟に 【ついに】
通過	つうか	JLPT N3	[Noun, Suru verb] 1. passage through (e.g. train skipping a station); transit 2. passing (e.g. exam, bill through parliament)
通学	つうがく	JLPT N3	[Noun, Suru verb] 1. commuting to school; school commute
通学	つうがく	JLPT N3	[Noun, Suru verb] 1. commuting to school; school commute
通行	つうこう	JLPT N3	[Noun, Suru verb] 1. passage; passing 2. common usage
通じる	つうじる	JLPT N3	[Ichidan verb, intransitive verb] 1. to be open (to traffic); to lead to; to communicate (with) 2. to flow (liquid, current); to pass; to get through to 3. to be understood; to be comprehended 4. to be honored; to be good 5. to be well versed in; to be well-informed 6. to communicate clandestinely; to keep in touch (e.g. with the enemy) 7. to form a liaison; to be intimate 8. to spread widely; to disseminate
通信	つうしん	JLPT N3	[Noun, Suru verb] 1. correspondence; communication; transmission; news; signal; telecommunications
捕まる	つかまる	JLPT N3	[Godan verb with ru ending, intransitive verb] 1. to be caught; to be arrested {usu. 捕まる} 2. to hold on to; to grasp {Usually written using kana alone, usu. 掴まる} 3. to find (e.g. proof); to get (e.g. a taxi) {Usually written using kana alone} 4. to be detained by {Usually written using kana alone} | Other forms: 掴まる 【つかまる】、捉まる 【つかまる】、摑まる 【つかまる】 [Notes] 摑まる: Out-dated kanji.
掴む	つかむ	JLPT N3	[Godan verb with mu ending, Transitive verb] 1. to seize; to catch; to grasp; to grip; to grab; to hold; to catch hold of; to lay one's hands on; to clutch {Usually written using kana alone} 2. to understand; to grasp; to comprehend {Usually written using kana alone} | Other forms: 摑む 【つかむ】、攫む 【つかむ】、把む 【つかむ】、捉む 【つかむ】
疲れ	つかれ	JLPT N3	[Noun] 1. tiredness; fatigue
月	つき	JLPT N3	[Noun] 1. moon [Temporal noun] 2. month
付き合い	つきあい	JLPT N3	[Noun] 1. association; socializing; socialising; fellowship | Other forms: つき合い 【つきあい】、付合い 【つきあい】
次々	つぎつぎ	JLPT N3	[Adverb, Adverb taking the 'to' particle, Noun] 1. in succession; one by one | Other forms: 次次 【つぎつぎ】
就く	つく	JLPT N3	[Godan verb with ku ending] 1. to ascend (the throne); to accede {See also 付く つく} 2. to take (seat, position, course, etc.); to assume {Only applies to 就く} 3. to start (on a journey); to commence; to depart {Only applies to 就く} 4. to study (under teacher); to be an apprentice {Only applies to 就く} | Other forms: 即く 【つく】
注ぐ	つぐ	JLPT N3	[Godan verb with gu ending, Transitive verb] 1. to pour (into a vessel); to fill; to dish out food or drink {Usually written using kana alone}
付ける	つける	JLPT N5	[Ichidan verb, Transitive verb] 1. to attach; to join; to add; to append; to affix; to stick; to glue; to fasten; to sew on; to apply (ointment) 2. to furnish (a house with) 3. to wear; to put on 4. to keep a diary; to make an entry 5. to appraise; to set (a price) 6. to allot; to budget; to assign 7. to bring alongside 8. to place (under guard or doctor) 9. to follow; to shadow {See also 跡をつける} 10. to load; to give (courage to) 11. to keep (an eye on) 12. to establish (relations or understanding) 13. to turn on (light) {See also 点ける} 14. to produce flowers; to produce fruit {of a plant} | Other forms: 着ける 【つける】、附ける 【つける】
土	つち	JLPT N3	[Noun] 1. earth; soil; dirt; clay; mud 2. the earth (historically, esp. as opposed to the heavens); the ground; the land 3. low-quality torinoko-gami (containing mud) {See also 鳥の子紙} 4. (period of) refraining from construction in the direction of the god of the earth (in Onmyōdō) {See also 陰陽道, also written as 犯土, 椎, 槌} | Other forms: 地 【つち】、地 【つし】
続き	つづき	JLPT N3	[Noun, Noun - used as a suffix] 1. sequel; continuation; (also suffix) continuation (in time and space); second series; succession; spell
包み	つつみ	JLPT N3	[Noun] 1. bundle; package; parcel [Counter] 2. counter for wrapped objects
勤め	つとめ	JLPT N3	[Noun] 1. service; duty; business; responsibility; task 2. Buddhist religious services | Other forms: 務め 【つとめ】
繋ぐ	つなぐ	JLPT N3	[Godan verb with gu ending, Transitive verb] 1. to connect; to link together {Usually written using kana alone} 2. to tie; to fasten; to restrain {Usually written using kana alone} 3. to maintain; to preserve; to keep {Usually written using kana alone} 4. to transfer (phone call); to put a person through {Usually written using kana alone} 5. to hedge; to buy or sell forward {Usually written using kana alone}
常に	つねに	JLPT N3	[Adverb] 1. always; constantly
角	つの	JLPT N3	[Noun] 1. horn
翼	つばさ	JLPT N3	[Noun] 1. wing 2. Chinese "Wings" constellation (one of the 28 mansions) {Astronomy, etc. term, Only applies to よく, See also 二十八宿, See also 朱雀 すざく} [Suffix, Counter] 3. counter for birds or bird wings {Archaism, Only applies to よく} | Other forms: 翼 【よく】
詰まり	つまり	JLPT N3	[Adverb] 1. that is to say; that is; in other words; I mean {Usually written using kana alone} 2. in short; in brief; to sum up; ultimately; in the end; in the long run; when all is said and done; what it all comes down to; when you get right down to it; basically {Usually written using kana alone} [Noun] 3. clogging; obstruction; stuffing; (degree of) blockage {Usually written using kana alone} 4. shrinkage {Usually written using kana alone} 5. end; conclusion {Usually written using kana alone, See also とどのつまり} 6. dead end; corner {Usually written using kana alone, Archaism} 7. distress; being at the end of one's rope {Usually written using kana alone, Archaism} | Other forms: 詰り 【つまり】
罪	つみ	JLPT N3	[Noun, Na-adjective, No-adjective] 1. crime; sin; wrongdoing; indiscretion [Noun] 2. penalty; sentence; punishment 3. fault; responsibility; culpability [Noun, Na-adjective] 4. thoughtlessness; lack of consideration
